loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d
8500,8500,8425, 36 months,0.1392,290.17,C,C4,Blockbuster Videos,5 years,RENT,40000,Verified,9-Dec,Charged Off, 582378 added on 11/30/09 > I started my own business and used my credit cards for start up funds.  I am looking to consolidate it all to improve my credit score to qualify for a business loan.  A good business loan requires a credit score of at least 720.  I am almost there.  I have a steady job and business that can give plenty of positive return.  I expect to pay off the LendingClub loan not in 3 years but in 6 months once I close 1 or 2 deals in my business or get that business loan.  My business involves real estate.  I will be purchasing distressed or bank owned properties and then reselling.  I already have a serious list of cash buyers and conventional financed buyers to resell to.  I have access to hard money lenders that will only lend to purchase property at wholesale price and resell at retail price where the difference is our profit.  If you want more details feel free to contact me.  The loan I am requesting right now is only a debt consolidation loan to improve my credit score and lower payments.  I have had no problem making payments just a problem getting a sufficient loan for my business or debt consolidation from a regular bank.  They are obviously not lending and want higher scores than what I have.  Thanks and hope to do business with you.  <br/><br/>,debt_consolidation,Consolidate my Debt,113xx,NY,16.05,0,4-Jun,1,,,10,0,13013,66.10%,17,5993.08,5940.34,4278.64,1516.16,0,198.28,2.25,11-Aug,290.17,16-Oct
20400,20400,20375, 36 months,0.1774,734.83,E,E5,Booz Allen Hamilton,2 years,OWN,57000,Verified,9-Dec,Charged Off," 582056 added on 11/30/09 > To fund an automobile purchase in Northern Virginia. Travel to and from my DHS office.<br/> 582056 added on 12/01/09 > My job is very stable - government employee.  My monthly budget is $3500, $2800 of which is disposable and I pay no rent. I plan on paying this loan faster than 36 months - looking at 27-month time frame.<br/> 582056 added on 12/01/09 > To be precise - I am not GS. I do ""inherently governmental work"" through Booz Allen.<br/>",car,Car Loan NoVA,220xx,VA,6.84,1,4-Nov,2,7,,5,0,1820,42.30%,6,20832.51,20807.02,14722.07,5837.52,73.4299366,199.49,3.71,12-May,738.71,16-Oct
23000,23000,20724.04, 36 months,0.1218,765.9,B,B4,Desert Plumbing and Heating,2 years,RENT,78000,Verified,9-Dec,Charged Off, 582008 added on 11/30/09 > Refi High % credit cards into one lower % loan.<br/>,credit_card,Refi Credit Cards,891xx,NV,8.58,0,Dec-98,2,,,7,0,26552,49.20%,22,19152.1,18179.21,11196.15,3441.7,0,4514.25,1580.34,11-Jul,765.9,19-Mar
24250,24250,22828.25, 36 months,0.1218,807.53,B,B4,"Law Ofs. of Patrick F. Timmons, Jr.",10+ years,OWN,54578,Verified,9-Dec,Charged Off,  581431 added on 11/29/09 > I have always made all payments due on time. I have never made a late payment<br/>,debt_consolidation,Always on time,770xx,TX,17.41,0,Aug-98,0,,,8,0,28559,73.20%,14,16300.56,15985.46,11847.71,3892.65,0,560.2,6.35,11-Sep,416.53,16-Oct
20000,20000,19499.08321, 36 months,0.1183,662.68,B,B3,CPU2,1 year,MORTGAGE,76000,Verified,9-Dec,Charged Off,,debt_consolidation,Consolidation for better interest,917xx,CA,10.72,0,Feb-96,0,74,,8,0,2261,17.50%,24,5301.44,5195.23,3842.18,1441.66,0,17.6,6.39,10-Aug,662.68,19-Mar
6000,6000,5725, 36 months,0.0894,190.63,A,A5,north babylon public schools,10+ years,RENT,105000,Not Verified,9-Dec,Charged Off,"  580724 added on 11/26/09 > vacation loan<br/> 580724 added on 11/26/09 > vacation loan<br/> 580724 added on 11/28/09 > I am using the funds for a vacation to Europe.  I am a good borrower paying my bills on time.  My monthly reoccuring expenses add up to be 1550.00.  I take home over 4000,00 a month so the added burden is not a problem.  I have been at my job for more than 18 years and my position is very stable.<br/>",other,vacation loan,117xx,NY,10.42,0,Jun-97,0,,,7,0,10465,44%,32,2137.17,2039.1,1503.26,397.07,29.91110031,206.93,2.21,10-Oct,190.63,16-Oct
5000,5000,5000, 36 months,0.1253,167.34,B,B5,Duval County School Board,2 years,RENT,37300,Not Verified,9-Dec,Charged Off," 580685 added on 11/26/09 > I will use the funds to consolidate my credit card, personal loan account and help me continue my Master's Degree.  I pay all my bills on time and pay them bi-weekly ACH out of my checking account.  I am currently a teacher in my second year and my job is stable.<br/>",debt_consolidation,Cat Consolidation,322xx,FL,21.49,0,May-97,0,,,8,0,0,0%,35,4566.46,4566.46,3364.34,1145.03,0,57.09,0.98,12-Jul,400.11,18-May
12000,12000,9188.63, 36 months,0.1287,403.6,C,C1,Target Corporation,10+ years,RENT,32000,Not Verified,9-Dec,Charged Off," 580463 added on 11/25/09 > I am a new parent, and want to be debt free as soon as possible to provide my daughter with a better future.<br/> 580463 added on 11/26/09 > I pay my bills on time, and have never missed a payment on any debt. I have worked at the same job for 14 yrs.<br/> 580463 added on 11/26/09 > I am attempting to consolidate my entire credit debt, totaling $12,000, in order to better help my family and their needs. I have been employed with Target Corporation for over 14 yrs, and have been an employee in good standing for the entire time. I have been a manager (team leader) for almost 10 yrs of my career with Target, and receive annual performance raises every year. My debt consists of $7,000 between two credit cards, and a previously consolidated loan thru my credit union for $5,000. The loan was co-signed by my parents, and I am trying to pay off my debt without their name attached, to help them in their time of financial need. I can handle the loan debt on my own, and have had no trouble making monthly payments of over $400 per month. I have never had a late or outstanding payment on any of my bills, and my credit is in good standing. I like to keep my life simple, and would like this loan to keep everything in one easy monthly payment. I appreciate you considering my loan request.<br/> 580463 added on 11/26/09 > I am an employee of excellent standing. If for some reason I were to lose my job, I would have backup sources of money to cover my loan payments, such as 401k and early retirement benefits that I have earned from Target Corporation. I also have supplementary life insurance in addition to company paid life insurance to backup any debts if I were to expire prematurely.<br/> 580463 added on 12/03/09 > I would like to thank everyone who has invested in me so far. If I get funded for this loan, you will not be sorry. I am a responsible candidate.<br/>",debt_consolidation,Debt Consolidation,489xx,MI,21.68,0,Jun-97,1,,,3,0,7370,85.70%,14,6457.6,6402.31,4767.04,1686.56,0,4,0,11-Apr,403.6,19-Mar
4000,4000,3834.12, 36 months,0.1287,134.54,C,C1,Teleperformance USA,2 years,OWN,18000,Not Verified,9-Dec,Charged Off,  539659 added on 11/24/09 > I NEED to get a more reliable car because I dont feel safe driving my 4 month old baby around in my current car. This way I don't have to borrow other peoples cars to take him back and forth to Dr. appointments<br/>,other,Car Loan,309xx,GA,13.8,0,1-Feb,0,,,4,0,9794,75.90%,4,584.54,577.22,291.64,292.51,0,0.39,0,10-Jul,200,19-Mar
16000,16000,15393.17017, 36 months,0.1531,557.05,D,D3,Sciele Pharma inc,3 years,RENT,70000,Not Verified,9-Dec,Charged Off," 579018 added on 11/23/09 > Need the money to consolidate debt. I am currently a pharma sales rep full time. Also, I pay my bills on time.<br/> 579018 added on 11/23/09 > also i make 52,000 a year plus bonus every qaurter which ranges between 4-6 thousand dollars<br/>",debt_consolidation,1 cent,115xx,NY,20.64,0,4-Dec,1,,,7,0,11725,54.80%,7,19639.02,18892.02,8849.59,3399.72,55.68029077,7334.03,2566.96,11-Oct,1141.95,19-Mar
7000,7000,6900, 36 months,0.1426,240.15,C,C5,Maust Transportation Services,< 1 year,RENT,32000,Not Verified,9-Dec,Charged Off,Hello. I am looking to consolidate some credit card debt I build up while in college. I graduated last year with a finance degree and now have an Accounting job.   I will have no problem paying this loan back.  I take home about $2500 a month and have the following expenses: Rent: 800 Phone and Utilites: 200  Insurance: 100 Student Loans: 150 Food: 300 Entertainment: 100 Misc: 150  Leaving about $700 free to spend on anything else and to pay this loan.  420623 added on 11/22/09 > Hello. I am looking to consolidate some credit card debt I build up while in college. I graduated last year with a finance degree and now have an Accounting job. I will have no problem paying this loan back. I take home about $2500 a month and have the following expenses:Rent: 800Phone and Utilites: 200 Insurance: 100Student Loans: 150Food: 300Entertainment: 100Misc: 150Leaving about $700 free to spend on anything else and to pay this loan.<br/>,debt_consolidation,Credit Card Consolidation,983xx,WA,13.35,0,6-Jan,1,,,13,0,5999,27.60%,14,7964.35,7850.55,6293.37,1630.91,0,40.07,1.31,12-Oct,26.4,16-Oct
14100,14100,13925, 36 months,0.1426,483.72,C,C5,Phoenixville Hospital,7 years,RENT,52000,Not Verified,9-Nov,Charged Off, 578541 added on 11/22/09 > Thank You So Very Very Much<br/>,credit_card,Alibi Inn,194xx,PA,20.91,0,Jun-92,1,,,10,0,42613,98.40%,38,483.72,477.72,315.44,167.23,0,1.05,0,10-Jan,483.72,17-Feb
4750,4750,4685.192665, 36 months,0.167,168.64,E,E2,National Enterprise systems,< 1 year,MORTGAGE,31200,Not Verified,9-Dec,Charged Off," 578271 added on 11/23/09 > This loan will be used to purchase supplies and equipment strictly for business use. Specifically used for plowing, transporting supplies for property preservation projects and landscaping. My company does the grounds keeping and property preservation of bank owned properties (foreclosures) and we are responsible for keeping the properties accessible for realtors, inspectors, etc. Also we subcontract work for various cities having vacant properties.... The third aspect of the business is the property management aspect of the business where we take percentage of the rents and do the marketing, collecting of rents, responding to various problems that may arise and interviewing and selecting tenants for our clients... <br/><br/>We are hard working individuals, Chasing the American Dream, While expanding our range of services offered and creating jobs one at a time....<br/>",small_business,Common sense Business loan,441xx,OH,18.27,0,5-Jun,0,38,,20,0,14940,40.80%,24,4317.03,4233.36,2889.78,1145.58,0,281.67,52.5606,11-Dec,168.64,16-Oct
5000,5000,5000, 36 months,0.1322,169.01,C,C2,Huneeus Vintners,2 years,MORTGAGE,110000,Not Verified,9-Nov,Charged Off," 577623 added on 11/21/09 > Purpose of loan: This loan will be used to pay the deductible for replacing the roof of my house, and full costs to repair my driveway, both damaged during the recent heavy rains.<br/>My financial situation: Good in general and looking to receive a bonus and raise at the beginning of the year.<br/><br/>Monthly net income: $ 6,855<br/><br/>Monthly expenses: $<br/>  Housing: $ 1,300<br/>  Car expenses: $ 625<br/>  Utilities: $ 300<br/>  Phone, cable, internet: $ 250<br/>  Food, entertainment: $ 900<br/>  Clothing, household expenses $ 300<br/>  Credit cards and other loans: $1300<br/>  Other expenses: $250<br/>",home_improvement,RepairMyAbode,300xx,GA,15.4,0,May-99,2,,,10,0,53761,92.10%,20,3519.82,3519.82,2530.29,845.71,0,143.82,25.1316,11-Aug,169.01,12-Jan
6000,6000,5900, 36 months,0.1218,199.8,B,B4,carrabbas italian grille,2 years,RENT,24000,Not Verified,9-Nov,Charged Off,,debt_consolidation,loanmeup,180xx,PA,9.65,0,Oct-99,4,,,3,0,3380,31.90%,19,199.8,196.46,138.64,60.78,0,0.38,0,10-Jan,199.8,19-Mar
3250,3250,3150, 36 months,0.0894,103.26,A,A5,HISD,< 1 year,RENT,45000,Not Verified,9-Nov,Charged Off,"  578185 added on 11/21/09 > I plan on using the funds to payoff a student loan and to have cash reserves for unexpected exspenses.  I feel I am a good borrower because my monthly bills and exspenses can easily be covered by my monthly income.  I am also in excellent credit standing, and have never had a problem paying bills on time.  I am a first year science teacher, and soon to be coach in the Houston area.  I feel this job is very stable because teachers are always in need.<br/> 578185 added on 11/21/09 > This loan is also going to be used to lower my credit card bill.<br/>",other,Fast Payback,770xx,TX,6.13,0,4-Apr,1,,,4,0,4708,43.20%,8,759.09,735.71,481.26,136.56,14.97765439,126.3,1.3,10-Jun,221.52,16-Oct
11200,11200,11050, 36 months,0.1114,367.4,B,B1,Nextep,1 year,MORTGAGE,35000,Not Verified,9-Nov,Charged Off," 578055 added on 11/20/09 > Going through Divorce, need to consolidate debt.  Please help.<br/> 578055 added on 11/21/09 > I just found out my credit score is 709.  I have had near perfect credit since I was about 18.  I am going through my first divorce and need to consolidate debt.  Thank you so much for all of your help. God bless.<br/> 578055 added on 11/22/09 > I estimate this loan to save me about $200 each month.  Thank you for your support.<br/>",debt_consolidation,Consolidation Loan,731xx,OK,10.8,0,Jun-99,3,,,8,0,10631,36.90%,28,968.9,955.94,263.43,686.61,18.17099468,0.69,0,10-Sep,100.81,19-Mar
24250,24250,23630.83, 36 months,0.1392,827.82,C,C4,Metals West Inc,10+ years,RENT,130000,Not Verified,9-Dec,Charged Off,  577401 added on 11/19/09 > I have with this company for 20 years. Have outstanding credit and credit history.<br/>,home_improvement,Outstanding Credit,980xx,WA,2.06,0,Jan-83,5,,,3,0,6834,30.40%,7,19678.04,19454.02,14290.46,4730.8,82.69708734,574.08,106.1474,11-Nov,1697.03,16-Oct
6250,6250,6225, 36 months,0.1287,210.21,C,C1,CSK O'Reilly's,1 year,OWN,29000,Not Verified,9-Nov,Charged Off,"  576099 added on 11/19/09 > Thank you for this opportunity.  As you can see by my crdit report, paying my bills in a timely manner is very important to me.  With this loan I will be able to free up some money for me to be able to save as well.<br/>",debt_consolidation,Consolidation Loan,968xx,HI,23.26,1,Jul-99,1,20,,7,0,12082,82.20%,28,485.02,483.08,143.03,66.99,0,275,2.61,10-Jan,210.21,16-Oct
6000,6000,6000, 36 months,0.0894,190.63,A,A5,Activant Solution,3 years,OWN,50000,Not Verified,9-Nov,Charged Off," 577122 added on 11/18/09 > Approved<br/> 577122 added on 11/18/09 > I plan to use these funds for a household improvement project. I  guarantee payments on time, and have a FICO score over 720<br/>",home_improvement,Steiner Loan,088xx,NJ,15.7,0,1-May,3,39,,8,0,55,0.60%,34,5147.01,5147.01,4331.07,797.58,0,18.36,0,12-Mar,190.63,19-Mar
13650,13650,12562.41582, 36 months,0.1635,482.25,E,E1,,< 1 year,RENT,33000,Not Verified,9-Nov,Charged Off," 576424 added on 11/18/09 > We'll be using this loan to help start a business of ours in Colorado. It will cover startup costs, and we have the funds in place to cover operating expenses for six months. My wife works as a scientist at a university and my partner has a graduate degree in engineering and will manage the books. Thanks for your time!<br/>",small_business,Grow with us!,805xx,CO,7.89,0,Apr-00,1,,,7,0,11209,66.70%,14,4360.36,3965.38,2481.84,1368.96,0,509.56,5.3,10-Aug,482.25,16-Oct
9000,9000,8850, 36 months,0.1148,296.72,B,B2,Thai 9 Restaurant,4 years,RENT,32000,Not Verified,9-Dec,Charged Off, 576916 added on 11/19/09 > I really enjoy working - I currently work six days a week.  I was thinking of a more long term plan and decided I wanted to focus all of my income into eliminating my debt so that I would have the option of relocating in a few years.<br/>,debt_consolidation,Godspeed,454xx,OH,11.36,0,Sep-99,1,,,14,0,16021,30.60%,20,4970.66,4887.84,3130.29,1012.45,0,827.92,150.6744,11-Feb,296.72,17-Nov
17000,17000,16626.07, 36 months,0.1774,612.36,E,E5,JWP INC,3 years,MORTGAGE,64800,Not Verified,9-Nov,Charged Off, 576861 added on 11/18/09 > I have been presented with a great opportunity to expand my existing business.  This loan will be used to building out another location.  We have been successful with our business thus far and our company is now looking to expand.<br/>,small_business,Great Opp For Expanding,344xx,FL,14.13,0,Feb-94,2,,,11,0,20429,66.10%,20,1956.98,1915.62,727.19,497.03,0,732.76,7.1,10-Feb,612.36,16-Oct
1500,1500,1500, 36 months,0.0894,47.66,A,A5,Cablevision,3 years,RENT,40000,Not Verified,9-Nov,Charged Off,"  576332 added on 11/17/09 > Thank you to all who review and consider my loan request.  I am moving in to a new Apartment and need the money for security deposit as soon as possible.  Although I have listed a 36 month payment plan, this is the absolute longest period of time it would take to pay back.  I always make timely payments on my credit card, and student loans.  Please help!!  Again, thank you for considering my loan and hope to hear from you soon!<br/>",other,Security Deposit,117xx,NY,9.6,0,2-Sep,0,26,,8,0,193,7.40%,12,411.28,411.28,298.84,81.6,14.96537977,15.88,5.49,10-Aug,47.66,19-Mar
